conta_contabil;uniorcam;saldo_atual_debito;saldo_atual_credito;especificacao;escrituracao;data_inicial;data_final;data_geracao;conferencia_externa;conferencia_saldo;conferencia_nivel;conferencia_natureza
1.1.1.1.1.50.03.26.00.00.00.000;0401;6.678,74;0,00;"BANRISUL PIT PREF APLIC 1112 0944/04.013153.0-6";S;2021-01-01;2021-04-30;2021-05-06;testDisponibilidadesTestadasManualmente;;;testFechamentoDosLancamentosNasContasPatrimoniais
1.1.1.1.1.50.03.27.00.00.00.000;0201;0,00;0,00;"BB CIDE PREF APLIC 1018 3732-X/7.827-1";S;2021-01-01;2021-04-30;2021-05-06;testDisponibilidadesTestadasManualmente;;;testFechamentoDosLancamentosNasContasPatrimoniais
1.1.1.1.1.50.03.34.00.00.00.000;0801;2.180,97;0,00;"BANRISUL FARMACIA BASICA FMS APLIC 4050 1064/04.028722.1-0";S;2021-01-01;2021-04-30;2021-05-06;testDisponibilidadesTestadasManualmente;;;testFechamentoDosLancamentosNasContasPatrimoniais
1.1.1.1.1.50.03.35.00.00.00.000;0801;2.000,00;0,00;"BANRISUL PIM FMS APLIC 4160 1064/04.028722.3-7";S;2021-01-01;2021-04-30;2021-05-06;testDisponibilidadesTestadasManualmente;;;testFechamentoDosLancamentosNasContasPatrimoniais
1.1.1.1.1.50.03.38.00.00.00.000;0902;635,55;0,00;"BB COVID-19/SUAS EPI FMAS APLIC 1068 3732-X/11.776-5";S;2021-01-01;2021-04-30;2021-05-06;testDisponibilidadesTestadasManualmente;;;testFechamentoDosLancamentosNasContasPatrimoniais
1.1.1.1.1.50.03.39.00.00.00.000;0902;1.817,26;0,00;"BB COVID-19/SUAS ALIM FMAS APLIC 1069 3732-X/11.775-7";S;2021-01-01;2021-04-30;2021-05-06;testDisponibilidadesTestadasManualmente;;;testFechamentoDosLancamentosNasContasPatrimoniais
1.1.1.1.1.50.03.40.00.00.00.000;0801;6.039,42;0,00;"BB IMPLEM SEG ALIM NUTR SAU FMS APLIC 4505 3732-X/11.482-0";S;2021-01-01;2021-04-30;2021-05-06;testDisponibilidadesTestadasManualmente;;;testFechamentoDosLancamentosNasContasPatrimoniais
1.1.1.1.1.50.03.45.00.00.00.000;0801;7.038,74;0,00;"BANRISUL COVID-19 SAUDE MENTAL PORT.SES.506/2020 APLIC 4011 1064/04.080249.0-4";S;2021-01-01;2021-04-30;2021-05-06;testDisponibilidadesTestadasManualmente;;;testFechamentoDosLancamentosNasContasPatrimoniais
1.1.1.1.1.50.03.47.00.00.00.000;0801;13.940,47;0,00;"BB COVID-19 SAUDE NA ESCOLA ""POUPANCA"" PORT MS/GM 1857/2020 FMS 4511 3732-X/11.473-1";S;2021-01-01;2021-04-30;2021-05-06;testDisponibilidadesTestadasManualmente;;;testFechamentoDosLancamentosNasContasPatrimoniais
1.1.1.1.1.50.03.48.00.00.00.000;0503;1,72;0,00;"BB ALDIR BLANC PREF APLIC 1006 3732-X/11.884-2";S;2021-01-01;2021-04-30;2021-05-06;testDisponibilidadesTestadasManualmente;;;testFechamentoDosLancamentosNasContasPatrimoniais
1.1.1.1.1.50.03.48.00.00.00.000;0503;0,01;0,00;"BB ALDIR BLANC PREF APLIC 1006 3732-X/11.884-2";S;2021-01-01;2021-04-30;2021-05-06;testDisponibilidadesTestadasManualmente;;;testFechamentoDosLancamentosNasContasPatrimoniais
1.1.1.1.1.50.03.49.00.00.00.000;1002;0,00;0,00;"BANRISUL CONS.POP.AGRIC.EQUIP 2020 APLIC 1004 1064/04.083068.0-2";S;2021-01-01;2021-04-30;2021-05-06;testDisponibilidadesTestadasManualmente;;;testFechamentoDosLancamentosNasContasPatrimoniais
1.1.1.1.1.50.03.50.00.00.00.000;1004;34.552,79;0,00;"BANRISUL GERAL FMDMA APLIC 1005 1064/04.028554.0-5";S;2021-01-01;2021-04-30;2021-05-06;testDisponibilidadesTestadasManualmente;;;testFechamentoDosLancamentosNasContasPatrimoniais
1.1.1.1.1.50.03.51.00.00.00.000;0801;6.971,99;0,00;"BB ""IRF-M 1"" ESTRUT./ADEQ. ASSIST. ODONT. APS RV4505 PORT GM/MS 3.473/2020 APLIC 3732-X/11.482-2";S;2021-01-01;2021-04-30;2021-05-06;testDisponibilidadesTestadasManualmente;;;testFechamentoDosLancamentosNasContasPatrimoniais
1.1.1.1.1.50.03.53.00.00.00.000;0801;100.206,92;0,00;"BB ""SOBERANO""ESTRUT. AB EMENDA 28620016 PORT. MS/GM 961/2020 RV4505 FMS APLIC 4505 3732-X/11.482-0";S;2021-01-01;2021-04-30;2021-05-06;testDisponibilidadesTestadasManualmente;;;testFechamentoDosLancamentosNasContasPatrimoniais
1.1.1.1.1.50.03.54.00.00.00.000;0801;90.918,06;0,00;"BANRISUL COVID-19 PADU SRAG PORT.SES.256/2021 APLIC 4011 1064/04.080249.0-4";S;2021-01-01;2021-04-30;2021-05-06;testDisponibilidadesTestadasManualmente;;;testFechamentoDosLancamentosNasContasPatrimoniais
1.1.1.1.1.50.03.54.00.00.00.000;0801;32,46;0,00;"BANRISUL COVID-19 PADU SRAG PORT.SES.256/2021 APLIC 4011 1064/04.080249.0-4";S;2021-01-01;2021-04-30;2021-05-06;testDisponibilidadesTestadasManualmente;;;testFechamentoDosLancamentosNasContasPatrimoniais
1.1.1.1.1.50.03.57.00.00.00.000;0902;7.999,25;0,00;"BANRISUL OASF FEAS FMAS APLIC 1103 1064/04.080682.0-0";S;2021-01-01;2021-04-30;2021-05-06;testDisponibilidadesTestadasManualmente;;;testFechamentoDosLancamentosNasContasPatrimoniais
1.1.1.1.1.50.03.68.00.00.00.000;0801;36.908,21;0,00;"BANRISUL FRALDAS FMS APLIC 4050 1064/04.081637.0-6";S;2021-01-01;2021-04-30;2021-05-06;testDisponibilidadesTestadasManualmente;;;testFechamentoDosLancamentosNasContasPatrimoniais
1.1.1.1.1.50.03.78.00.00.00.000;0902;277,94;0,00;"BB PSB PBFI FMAS APLIC 1064 3732-X/11.143-0";S;2021-01-01;2021-04-30;2021-05-06;testDisponibilidadesTestadasManualmente;;;testFechamentoDosLancamentosNasContasPatrimoniais
1.1.1.1.1.50.03.79.00.00.00.000;0902;1.196,77;0,00;"BB PSB SCFV FMAS APLIC 1021 3732-X/11.143-0";S;2021-01-01;2021-04-30;2021-05-06;testDisponibilidadesTestadasManualmente;;;testFechamentoDosLancamentosNasContasPatrimoniais
1.1.1.1.1.50.03.83.00.00.00.000;0902;11.027,55;0,00;"BB GBF IGDBF FMAS APLIC 1038 3732-X/11.141-4";S;2021-01-01;2021-04-30;2021-05-06;testDisponibilidadesTestadasManualmente;;;testFechamentoDosLancamentosNasContasPatrimoniais
1.1.1.1.1.50.03.84.00.00.00.000;0202;13.000,55;0,00;"BB IR DOACAO FUNDICA POUP. 1050 3732-X/11.012-4";S;2021-01-01;2021-04-30;2021-05-06;testDisponibilidadesTestadasManualmente;;;testFechamentoDosLancamentosNasContasPatrimoniais
1.1.1.1.1.50.03.85.00.00.00.000;0902;273,62;0,00;"BB GSUAS IGD-SUAS FMAS APLIC 1067 3732-X/11.142-2";S;2021-01-01;2021-04-30;2021-05-06;testDisponibilidadesTestadasManualmente;;;testFechamentoDosLancamentosNasContasPatrimoniais
1.1.1.1.1.50.03.89.00.00.00.000;0801;3.457,12;0,00;"BANRISUL NFG FMS APLIC 4300 1064/04.083024.0-8";S;2021-01-01;2021-04-30;2021-05-06;testDisponibilidadesTestadasManualmente;;;testFechamentoDosLancamentosNasContasPatrimoniais
1.1.1.1.1.50.03.98.00.00.00.000;0201;41.917,53;0,00;"BB BLOCO CUSTEIO SUS FMS APLIC 4000 3732-X/11.473-1";N;2021-01-01;2021-04-30;2021-05-06;testDisponibilidadesTestadasManualmente;;;testFechamentoDosLancamentosNasContasPatrimoniais
1.1.1.1.1.50.03.98.01.00.00.000;0801;27.817,48;0,00;"BB CUSTEIO ATENCAO BASICA FMS APLIC 4500 3732-X/11.473-1";S;2021-01-01;2021-04-30;2021-05-06;testDisponibilidadesTestadasManualmente;;;testFechamentoDosLancamentosNasContasPatrimoniais
1.1.1.1.1.50.03.98.03.00.00.000;0801;14.100,05;0,00;"BB CUSTEIO POUP. ASSIST. FARMACEUTICA FMS  4503 3732-X/11.473-1";S;2021-01-01;2021-04-30;2021-05-06;testDisponibilidadesTestadasManualmente;;;testFechamentoDosLancamentosNasContasPatrimoniais
1.1.2.0.0.00.00.00.00.00.00.000;0201;642.239,08;0,00;"CREDITOS A CURTO PRAZO";N;2021-01-01;2021-04-30;2021-05-06;;;;testFechamentoDosLancamentosNasContasPatrimoniais
1.1.2.1.0.00.00.00.00.00.00.000;0201;628.004,68;0,00;"CREDITOS TRIBUTARIOS A RECEBER";N;2021-01-01;2021-04-30;2021-05-06;;;;testFechamentoDosLancamentosNasContasPatrimoniais
1.1.2.1.1.00.00.00.00.00.00.000;0201;628.004,68;0,00;"CREDITOS TRIBUTARIOS A RECEBER - CONSOLIDACAO";N;2021-01-01;2021-04-30;2021-05-06;;;;testFechamentoDosLancamentosNasContasPatrimoniais
1.1.2.1.1.01.00.00.00.00.00.000;0201;628.004,68;0,00;IMPOSTOS;N;2021-01-01;2021-04-30;2021-05-06;;;;testFechamentoDosLancamentosNasContasPatrimoniais
1.1.2.1.1.01.05.00.00.00.00.000;0201;628.004,68;0,00;IPTU;S;2021-01-01;2021-04-30;2021-05-06;;;;testFechamentoDosLancamentosNasContasPatrimoniais
1.1.2.1.1.01.07.00.00.00.00.000;0201;0,00;0,00;ISS;S;2021-01-01;2021-04-30;2021-05-06;;;;testFechamentoDosLancamentosNasContasPatrimoniais
1.1.2.1.1.02.00.00.00.00.00.000;0201;0,00;0,00;TAXAS;N;2021-01-01;2021-04-30;2021-05-06;;;;testFechamentoDosLancamentosNasContasPatrimoniais
1.1.2.1.1.02.01.00.00.00.00.000;0201;0,00;0,00;"TAXAS PELO EXERCICIO DO PODER DE POLICIA";S;2021-01-01;2021-04-30;2021-05-06;;;;testFechamentoDosLancamentosNasContasPatrimoniais
1.1.2.1.2.00.00.00.00.00.00.000;0201;0,00;0,00;"CREDITOS TRIBUTARIOS A RECEBER - INTRA OFSS";N;2021-01-01;2021-04-30;2021-05-06;;;;testFechamentoDosLancamentosNasContasPatrimoniais
1.1.2.1.2.71.00.00.00.00.00.000;0201;0,00;0,00;"CREDITOS PREVIDENCIARIOS PARCELADOS";N;2021-01-01;2021-04-30;2021-05-06;;;;testFechamentoDosLancamentosNasContasPatrimoniais
1.1.2.1.2.71.01.00.00.00.00.000;1201;0,00;0,00;"PARCELAMENTO LEI1623/2005 360 PARCELAS CURTO PRAZO";S;2021-01-01;2021-04-30;2021-05-06;;testParcelamentoDaDividaPrevidenciariaNoCurtoPrazo;;testFechamentoDosLancamentosNasContasPatrimoniais
1.1.2.3.0.00.00.00.00.00.00.000;0201;0,00;0,00;"CREDITOS DE TRANSFERENCIAS A RECEBER";N;2021-01-01;2021-04-30;2021-05-06;;;;testFechamentoDosLancamentosNasContasPatrimoniais
1.1.2.3.3.00.00.00.00.00.00.000;0201;0,00;0,00;"CREDITOS DE TRANSFERENCIAS A RECEBER - INTER OFSS – UNIAO";N;2021-01-01;2021-04-30;2021-05-06;;;;testFechamentoDosLancamentosNasContasPatrimoniais
1.1.2.3.3.01.00.00.00.00.00.000;0201;0,00;0,00;"CREDITOS DECORRENTES DA PARTICIPACAO NAS RECEITAS DA UNIAO";N;2021-01-01;2021-04-30;2021-05-06;;;;testFechamentoDosLancamentosNasContasPatrimoniais
1.1.2.3.3.01.02.00.00.00.00.000;0201;0,00;0,00;"COTA-PARTE DO FPM";S;2021-01-01;2021-04-30;2021-05-06;;;;testFechamentoDosLancamentosNasContasPatrimoniais
1.1.2.5.0.00.00.00.00.00.00.000;0201;139.088,56;0,00;"DIVIDA ATIVA TRIBUTARIA";N;2021-01-01;2021-04-30;2021-05-06;;;;testFechamentoDosLancamentosNasContasPatrimoniais
1.1.2.5.1.00.00.00.00.00.00.000;0201;139.088,56;0,00;"DIVIDA ATIVA TRIBUTARIA - CONSOLIDACAO";N;2021-01-01;2021-04-30;2021-05-06;;;;testFechamentoDosLancamentosNasContasPatrimoniais
1.1.2.5.1.01.00.00.00.00.00.000;0201;139.088,56;0,00;"DIVIDA ATIVA TRIBUTARIA DOS IMPOSTOS";N;2021-01-01;2021-04-30;2021-05-06;;;;testFechamentoDosLancamentosNasContasPatrimoniais
1.1.2.5.1.01.05.00.00.00.00.000;0201;127.230,51;0,00;"DIVIDA ATIVA DO IPTU";N;2021-01-01;2021-04-30;2021-05-06;;;;testFechamentoDosLancamentosNasContasPatrimoniais
1.1.2.5.1.01.05.01.00.00.00.000;0201;127.230,51;0,00;"COBRANCA ADMINISTRATIVA";S;2021-01-01;2021-04-30;2021-05-06;;;;testFechamentoDosLancamentosNasContasPatrimoniais
1.1.2.5.1.01.07.00.00.00.00.000;0201;11.858,05;0,00;"DIVIDA ATIVA DO ISS";N;2021-01-01;2021-04-30;2021-05-06;;;;testFechamentoDosLancamentosNasContasPatrimoniais
1.1.2.5.1.01.07.01.00.00.00.000;0201;11.858,05;0,00;"COBRANCA ADMINISTRATIVA";S;2021-01-01;2021-04-30;2021-05-06;;;;testFechamentoDosLancamentosNasContasPatrimoniais
1.1.2.5.1.02.00.00.00.00.00.000;0201;0,00;0,00;"DIVIDA ATIVA TRIBUTARIA DAS TAXAS";N;2021-01-01;2021-04-30;2021-05-06;;;;testFechamentoDosLancamentosNasContasPatrimoniais
1.1.2.5.1.02.01.00.00.00.00.000;0201;0,00;0,00;"DIVIDA ATIVA DAS TAXAS PELO EXERCICIO DO PODER DE POLICIA";N;2021-01-01;2021-04-30;2021-05-06;;;;testFechamentoDosLancamentosNasContasPatrimoniais
1.1.2.5.1.02.01.01.00.00.00.000;0201;0,00;0,00;"COBRANCA ADMINISTRATIVA";S;2021-01-01;2021-04-30;2021-05-06;;;;testFechamentoDosLancamentosNasContasPatrimoniais
1.1.2.5.1.02.02.00.00.00.00.000;0201;0,00;0,00;"DIVIDA ATIVA DAS TAXAS PELA PRESTACAO DE SERVICOS";N;2021-01-01;2021-04-30;2021-05-06;;;;testFechamentoDosLancamentosNasContasPatrimoniais
1.1.2.5.1.02.02.01.00.00.00.000;0201;0,00;0,00;"COBRANCA ADMINISTRATIVA";S;2021-01-01;2021-04-30;2021-05-06;;;;testFechamentoDosLancamentosNasContasPatrimoniais
1.1.2.6.0.00.00.00.00.00.00.000;0201;7.304,41;0,00;"DIVIDA ATIVA NAO TRIBUTARIA";N;2021-01-01;2021-04-30;2021-05-06;;;;testFechamentoDosLancamentosNasContasPatrimoniais
1.1.2.6.1.00.00.00.00.00.00.000;0201;7.304,41;0,00;"DIVIDA ATIVA NAO TRIBUTARIA  - CONSOLIDACAO";N;2021-01-01;2021-04-30;2021-05-06;;;;testFechamentoDosLancamentosNasContasPatrimoniais
1.1.2.6.1.01.00.00.00.00.00.000;0201;7.304,41;0,00;"DIVIDA ATIVA NAO TRIBUTARIA";N;2021-01-01;2021-04-30;2021-05-06;;;;testFechamentoDosLancamentosNasContasPatrimoniais
1.1.2.6.1.01.02.00.00.00.00.000;0201;7.304,41;0,00;"DIVIDA ATIVA NAO TRIBUTARIA - EXCETO TITULO DO TCE/RS";S;2021-01-01;2021-04-30;2021-05-06;;;;testFechamentoDosLancamentosNasContasPatrimoniais
1.1.2.9.0.00.00.00.00.00.00.000;0201;0,00;132.158,57;"(-) AJUSTE DE PERDAS DE CREDITOS A CURTO PRAZO";N;2021-01-01;2021-04-30;2021-05-06;;;;testFechamentoDosLancamentosNasContasPatrimoniais
1.1.2.9.1.00.00.00.00.00.00.000;0201;0,00;132.158,57;"(-) AJUSTE DE PERDAS DE CREDITOS A CURTO PRAZO - CONSOLIDACAO";N;2021-01-01;2021-04-30;2021-05-06;;;;testFechamentoDosLancamentosNasContasPatrimoniais
1.1.2.9.1.04.00.00.00.00.00.000;0201;0,00;132.158,57;"(-) PERDAS ESTIMADAS EM CREDITOS DE DIVIDA ATIVA TRIBUTARIA";N;2021-01-01;2021-04-30;2021-05-06;;;;testFechamentoDosLancamentosNasContasPatrimoniais
1.1.2.9.1.04.01.00.00.00.00.000;0201;0,00;132.158,57;"(-) PERDAS ESTIMADAS EM CREDITOS DE DIVIDA ATIVA TRIBUTARIA - IMPOSTOS";N;2021-01-01;2021-04-30;2021-05-06;;;;testFechamentoDosLancamentosNasContasPatrimoniais
1.1.2.9.1.04.01.05.00.00.00.000;0201;0,00;121.404,70;"(-) PERDAS ESTIMADAS EM CREDITOS DE DIVIDA ATIVA TRIBUTARIA - IPTU";S;2021-01-01;2021-04-30;2021-05-06;;;;testFechamentoDosLancamentosNasContasPatrimoniais
1.1.2.9.1.04.01.07.00.00.00.000;0201;0,00;10.753,87;"(-) PERDAS ESTIMADAS EM CREDITOS DE DIVIDA ATIVA TRIBUTARIA - ISS";S;2021-01-01;2021-04-30;2021-05-06;;;;testFechamentoDosLancamentosNasContasPatrimoniais
1.1.3.0.0.00.00.00.00.00.00.000;0201;299.177,58;0,00;"DEMAIS CREDITOS E VALORES A CURTO PRAZO";N;2021-01-01;2021-04-30;2021-05-06;;;;testFechamentoDosLancamentosNasContasPatrimoniais
1.1.3.1.0.00.00.00.00.00.00.000;0201;19.500,00;0,00;"ADIANTAMENTOS CONCEDIDOS";N;2021-01-01;2021-04-30;2021-05-06;;;;testFechamentoDosLancamentosNasContasPatrimoniais
1.1.3.1.1.00.00.00.00.00.00.000;0201;19.500,00;0,00;"ADIANTAMENTOS CONCEDIDOS - CONSOLIDACAO";N;2021-01-01;2021-04-30;2021-05-06;;;;testFechamentoDosLancamentosNasContasPatrimoniais
1.1.3.1.1.01.00.00.00.00.00.000;0201;0,00;0,00;"ADIANTAMENTOS CONCEDIDOS A PESSOAL";N;2021-01-01;2021-04-30;2021-05-06;;;;testFechamentoDosLancamentosNasContasPatrimoniais
1.1.3.1.1.01.01.00.00.00.00.000;0201;0,00;0,00;"SALARIOS E ORDENADOS - ADIANTAMENTOS";S;2021-01-01;2021-04-30;2021-05-06;;testSaldoFinalDeAdiantamentosDeSalarioIgualAZero;;testFechamentoDosLancamentosNasContasPatrimoniais
1.1.3.1.1.01.04.00.00.00.00.000;0201;0,00;0,00;"1/3 DE FERIAS - ADIANTAMENTO";S;2021-01-01;2021-04-30;2021-05-06;;testSaldoFinalDeAdiantamentosDeFeriasIgualAZero;;testFechamentoDosLancamentosNasContasPatrimoniais
1.1.3.1.1.01.99.00.00.00.00.000;0201;0,00;0,00;"OUTROS ADIANTAMENTOS A PESSOAL";S;2021-01-01;2021-04-30;2021-05-06;;testSaldoFinalDeOutrosAdiantamentosIgualAZero;;testFechamentoDosLancamentosNasContasPatrimoniais
1.1.3.1.1.02.00.00.00.00.00.000;0201;19.500,00;0,00;"SUPRIMENTO DE FUNDOS";S;2021-01-01;2021-04-30;2021-05-06;testSuprimentosDeFundosIndividualmenteTestadosManualmente;testSaldoFinalDeSuprimentosDeFundosDoAtivoIgualAosControlesAComprovarEAAprovar;;testFechamentoDosLancamentosNasContasPatrimoniais
1.1.3.2.0.00.00.00.00.00.00.000;0201;358,89;0,00;"TRIBUTOS A RECUPERAR/COMPENSAR";N;2021-01-01;2021-04-30;2021-05-06;;;;testFechamentoDosLancamentosNasContasPatrimoniais
1.1.3.2.3.00.00.00.00.00.00.000;0201;358,89;0,00;"TRIBUTOS A RECUPERAR/COMPENSAR - INTER OFSS - UNIAO";N;2021-01-01;2021-04-30;2021-05-06;;;;testFechamentoDosLancamentosNasContasPatrimoniais
1.1.3.2.3.06.03.00.00.00.00.000;0201;358,89;0,00;"SALARIO-FAMILIA A COMPENSAR";S;2021-01-01;2021-04-30;2021-05-06;;;;testFechamentoDosLancamentosNasContasPatrimoniais
1.1.3.5.0.00.00.00.00.00.00.000;0201;249,81;0,00;"DEPOSITOS RESTITUIVEIS E VALORES VINCULADOS";N;2021-01-01;2021-04-30;2021-05-06;;;;testFechamentoDosLancamentosNasContasPatrimoniais
1.1.3.5.1.00.00.00.00.00.00.000;0201;249,81;0,00;"DEPOSITOS RESTITUIVEIS E VALORES VINCULADOS - CONSOLIDACAO";N;2021-01-01;2021-04-30;2021-05-06;;;;testFechamentoDosLancamentosNasContasPatrimoniais
1.1.3.5.1.05.01.00.00.00.00.000;0201;249,81;0,00;"MARIA SUELI DE OLIVEIRA MEIER CNJ90015510820198210074 041/1064/04.013153.1-8";S;2021-01-01;2021-04-30;2021-05-06;;;;testFechamentoDosLancamentosNasContasPatrimoniais
1.1.3.6.0.00.00.00.00.00.00.000;0201;279.068,88;0,00;"CREDITOS PREVIDENCIARIOS A RECEBER A CURTO PRAZO";N;2021-01-01;2021-04-30;2021-05-06;;;;testFechamentoDosLancamentosNasContasPatrimoniais
1.1.3.6.2.00.00.00.00.00.00.000;0201;279.068,88;0,00;"CREDITOS PREVIDENCIARIOS A RECEBER A CURTO PRAZO - INTRA OFSS";N;2021-01-01;2021-04-30;2021-05-06;;;;testFechamentoDosLancamentosNasContasPatrimoniais
1.1.3.6.2.01.00.00.00.00.00.000;0201;279.068,88;0,00;"CONTRIBUICOES PREVIDENCIARIAS A RECEBER -";N;2021-01-01;2021-04-30;2021-05-06;;;;testFechamentoDosLancamentosNasContasPatrimoniais
1.1.3.6.2.01.01.00.00.00.00.000;0201;200.631,51;0,00;"CONTRIBUICOES DO RPPS A RECEBER - PATRONAL";N;2021-01-01;2021-04-30;2021-05-06;;;;testFechamentoDosLancamentosNasContasPatrimoniais
1.1.3.6.2.01.01.01.00.00.00.000;1201;89.642,64;0,00;"CONTRIBUICAO PATRONAL PARA O RPPS - ALIQUOTA NORMAL";S;2021-01-01;2021-04-30;2021-05-06;;testContribuicaoPatronalNormalAReceber;;testFechamentoDosLancamentosNasContasPatrimoniais
1.1.3.6.2.01.01.02.00.00.00.000;1201;110.988,87;0,00;"CONTRIBUICAO PATRONLA - ALIQUOTA SUPLEMENTAR";S;2021-01-01;2021-04-30;2021-05-06;;testContribuicaoPatronalSuplementarAReceber;;testFechamentoDosLancamentosNasContasPatrimoniais
1.1.3.6.2.01.02.00.00.00.00.000;1201;78.437,37;0,00;"CONTRIBUICOES DO RPPS A RECEBER – SERVIDOR, APOSENTADO E PENSIONISTA";S;2021-01-01;2021-04-30;2021-05-06;;testContribuicaoDoServidorAReceber;;testFechamentoDosLancamentosNasContasPatrimoniais
1.1.3.8.0.00.00.00.00.00.00.000;0201;0,00;0,00;"OUTROS CREDITOS A RECEBER E VALORES A CURTO PRAZO";N;2021-01-01;2021-04-30;2021-05-06;;;;testFechamentoDosLancamentosNasContasPatrimoniais
1.1.3.8.1.00.00.00.00.00.00.000;0201;0,00;0,00;"OUTROS CREDITOS A RECEBER E VALORES A CURTO PRAZO - CONSOLIDACAO";N;2021-01-01;2021-04-30;2021-05-06;;;;testFechamentoDosLancamentosNasContasPatrimoniais
1.1.3.8.1.01.00.00.00.00.00.000;0201;0,00;0,00;"ALUGUEIS A RECEBER";S;2021-01-01;2021-04-30;2021-05-06;;;;testFechamentoDosLancamentosNasContasPatrimoniais
1.1.3.8.1.99.00.00.00.00.00.000;0201;0,00;0,00;"OUTROS CREDITOS A RECEBER E VALORES DE  CURTO PRAZO";S;2021-01-01;2021-04-30;2021-05-06;;;;testFechamentoDosLancamentosNasContasPatrimoniais
1.1.4.0.0.00.00.00.00.00.00.000;0201;26.755.114,99;0,00;"INVESTIMENTOS E APLICACOES TEMPORARIAS A CURTO PRAZO";N;2021-01-01;2021-04-30;2021-05-06;testDisponibilidadesTestadasManualmente;;;testFechamentoDosLancamentosNasContasPatrimoniais
1.1.4.1.0.00.00.00.00.00.00.000;0201;26.755.114,99;0,00;"TITULOS E VALORES MOBILIARIOS";N;2021-01-01;2021-04-30;2021-05-06;testDisponibilidadesTestadasManualmente;;;testFechamentoDosLancamentosNasContasPatrimoniais
1.1.4.1.1.00.00.00.00.00.00.000;0201;26.755.114,99;0,00;"TITULOS E VALORES MOBILIARIOS- CONSOLIDACAO";N;2021-01-01;2021-04-30;2021-05-06;testDisponibilidadesTestadasManualmente;;;testFechamentoDosLancamentosNasContasPatrimoniais
1.1.4.1.1.09.00.00.00.00.00.000;0201;26.755.114,99;0,00;"APLICACOES EM SEGMENTO DE RENDA FIXA - RPPS";N;2021-01-01;2021-04-30;2021-05-06;testDisponibilidadesTestadasManualmente;;;testFechamentoDosLancamentosNasContasPatrimoniais
1.1.4.1.1.09.06.00.00.00.00.000;0201;26.755.114,99;0,00;"FUNDOS DE INVESTIMENTOS EM RENDA FIXA OU REFERENCIADOS - IMA/IDkA";N;2021-01-01;2021-04-30;2021-05-06;testDisponibilidadesTestadasManualmente;;;testFechamentoDosLancamentosNasContasPatrimoniais
1.1.4.1.1.09.06.08.00.00.00.000;1201;2.554.488,00;0,00;"CEF CAIXA FI BRASIL 2024 III TP RF FPSM APLIC0050 0521/006.295-1";S;2021-01-01;2021-04-30;2021-05-06;testDisponibilidadesTestadasManualmente;;;testFechamentoDosLancamentosNasContasPatrimoniais
1.1.4.1.1.09.06.12.00.00.00.000;1201;0,00;0,00;"BB PREVID RF IMA-B TIT PUBL FPSM APLIC 0050 3732-X/11.698-X";S;2021-01-01;2021-04-30;2021-05-06;testDisponibilidadesTestadasManualmente;;;testFechamentoDosLancamentosNasContasPatrimoniais
1.1.4.1.1.09.06.13.00.00.00.000;1201;4.523.379,77;0,00;"BB PREV RF IRF-M1 TP FPSM APLIC 0050 3732-X/11.698-X";S;2021-01-01;2021-04-30;2021-05-06;testDisponibilidadesTestadasManualmente;;;testFechamentoDosLancamentosNasContasPatrimoniais
1.1.4.1.1.09.06.14.00.00.00.000;1201;4.460.822,35;0,00;"CEF CAIXA FI BRASIL IDKA IPCA 2A TP RF LP FPSM 0050 0521/006/00000295-1";S;2021-01-01;2021-04-30;2021-05-06;testDisponibilidadesTestadasManualmente;;;testFechamentoDosLancamentosNasContasPatrimoniais
1.1.4.1.1.09.06.15.00.00.00.000;1201;3.952.328,34;0,00;"SICREDI  FI INSTITUCIONAL RF IRF-M LP FPSM 0050 0306/11.359-8";S;2021-01-01;2021-04-30;2021-05-06;testDisponibilidadesTestadasManualmente;;;testFechamentoDosLancamentosNasContasPatrimoniais
1.1.4.1.1.09.06.16.00.00.00.000;1201;1.032.385,32;0,00;"SICREDI FI INSTITUCIONAL RF IMA-B FPSM 0050 0306/11.359-8";S;2021-01-01;2021-04-30;2021-05-06;testDisponibilidadesTestadasManualmente;;;testFechamentoDosLancamentosNasContasPatrimoniais
1.1.4.1.1.09.06.17.00.00.00.000;1201;2.830.083,19;0,00;"BB PREV RF ALOCACAO ATIVA 3732-X/11.698-X";S;2021-01-01;2021-04-30;2021-05-06;testDisponibilidadesTestadasManualmente;;;testFechamentoDosLancamentosNasContasPatrimoniais
1.1.4.1.1.09.06.18.00.00.00.000;1201;0,00;0,00;"BB PREVIDENCIARIO RF IRF-M 1+ FPSM 0050 3732-X/11.698-X";S;2021-01-01;2021-04-30;2021-05-06;testDisponibilidadesTestadasManualmente;;;testFechamentoDosLancamentosNasContasPatrimoniais
1.1.4.1.1.09.06.19.00.00.00.000;1201;3.718.051,64;0,00;"BB PREVID. RF IMA-B 5 LP FPSM 0050 3732-X/11.698-X";S;2021-01-01;2021-04-30;2021-05-06;testDisponibilidadesTestadasManualmente;;;testFechamentoDosLancamentosNasContasPatrimoniais
1.1.4.1.1.09.06.20.00.00.00.000;1201;3.683.576,38;0,00;"BB PREV. RF IDKA2 TP FPSM 0050 3732-X/11.698-X";S;2021-01-01;2021-04-30;2021-05-06;testDisponibilidadesTestadasManualmente;;;testFechamentoDosLancamentosNasContasPatrimoniais
